"Nomor","Keterangan","Jumlah","Volume","Harga","Jenis Barang","Label"
"957","SB Basah 400 x 4 x 6","5","0.048","79680","Papan","Kurang Laris"
"958","SO Merah 400 x 3 x 20","1","0.024","208800","Papan","Sangat Laris"
"959","Merbau Basah 400 x 2 x 20","4","0.064","398400","Papan","Cukup Laris"
"960","Samarinda Oven 300 x 6 x 15","8","0.216","234900","Balok","Sangat Laris"
"961","Merbau Oven 500 x 3 x 30","1","0.045","1075500","Papan","Kurang Laris"
"962","Merbau Basah 400 x 2 x 25","3","0.06","500000","Papan","Kurang Laris"
"963","Merbau Basah 500 x 2 x 20","1","0.02","498000","Papan","Kurang Laris"
"964","Merbau Oven 400 x 5 x 30","2","0.12","1404000","Balken","Kurang Laris"
"965","Merbau Oven 500 x 5 x 15","11","0.4125","828750","Balok","Cukup Laris"
"966","Merbau Oven 400 x 4 x 30","1","0.048","1135200","Papan","Kurang Laris"
"967","Merbau Oven 400 x 6 x 15","1","0.036","768600","Balok","Cukup Laris"
"968","Merbau Oven 500 x 4 x 35","5","0.35","1722000","Papan","Kurang Laris"
"969","Merbau Oven 400 x 5 x 20","1","0.04","920000","Balken","Kurang Laris"
"970","Merbau Oven 400 x 6 x 15","1","0.036","759600","Balok","Cukup Laris"
"971","Merbau Oven 400 x 8 x 15","3","0.144","1036800","Balken","Kurang Laris"
"972","Merbau Oven 500 x 5 x 30","3","0.225","1792500","Balken","Kurang Laris"
"973","Merbau Oven 500 x 5 x 40","1","0.1","2530000","Balken","Kurang Laris"
"974","Merbau Oven 400 x 8 x 15","10","0.48","1036800","Balken","Kurang Laris"
"975","Samarinda Oven 400 x 4 x 25","6","0.24","372000","Papan","Sangat Laris"
"976","Samarinda Oven 400 x 3 x 25","10","0.3","279000","Papan","Sangat Laris"
"977","Samarinda Oven 400 x 5 x 20","2","0.08","380000","Balken","Kurang Laris"
"978","Samarinda Oven 500 x 4 x 25","7","0.35","465000","Papan","Sangat Laris"
"979","Samarinda Oven 500 x 5 x 15","8","0.3","360000","Balok","Sangat Laris"
"980","Samarinda Oven 400 x 4 x 20","6","0.192","294400","Papan","Sangat Laris"
"981","Samarinda Oven 400 x 6 x 15","4","0.144","313200","Balok","Sangat Laris"
"982","Samarinda Oven 400 x 8 x 12","6","0.2304","349440","Balken","Cukup Laris"
"983","Merbau Basah 400 x 5 x 7","1","0.014","295400","Kaso","Kurang Laris"
"984","Samarinda Oven 300 x 6 x 15","1","0.027","234900","Balok","Sangat Laris"
"985","Samarinda Oven 400 x 4 x 20","1","0.032","294400","Papan","Sangat Laris"
"986","Samarinda Oven 400 x 6 x 15","1","0.036","313200","Balok","Sangat Laris"
"987","Samarinda Oven 400 x 6 x 12","8","0.2304","250560","Balok","Sangat Laris"
"988","Samarinda Oven 500 x 4 x 25","8","0.4","465000","Papan","Sangat Laris"
"989","Merbau Oven 400 x 3 x 30","2","0.072","842400","Papan","Cukup Laris"
"990","Merbau Oven 400 x 8 x 12","2","0.0768","829440","Balken","Kurang Laris"
"991","Merbau Basah 130 x 6 x 15","9","0.1053","224640","Balok","Kurang Laris"
"992","SO Merah 400 x 3 x 20","6","0.144","208800","Papan","Sangat Laris"
"993","Samarinda Oven 300 x 4 x 25","3","0.09","279000","Papan","Cukup Laris"
"994","Samarinda Oven 400 x 3 x 25","8","0.24","279000","Papan","Sangat Laris"
"995","Samarinda Oven 400 x 4 x 25","7","0.28","372000","Papan","Sangat Laris"
"996","Merbau Oven 500 x 6 x 15","22","0.99","972000","Balok","Cukup Laris"
"997","Merbau Basah 230 x 6 x 15","14","0.2898","426420","Balok","Cukup Laris"
"998","SB Basah 400 x 3 x 4","4","0.0192","41760","Papan","Sangat Laris"
"999","SB Basah 400 x 5 x 7","1","0.014","116200","Kaso","Cukup Laris"
"1000","Samarinda Oven 400 x 4 x 25","3","0.12","372000","Papan","Sangat Laris"
"1001","Merbau Oven 400 x 4 x 20","1","0.032","729600","Papan","Kurang Laris"
"1002","Merbau Basah 160 x 6 x 15","2","0.0288","276480","Balok","Kurang Laris"
"1003","Merbau Basah 190 x 6 x 15","3","0.0513","352260","Balok","Kurang Laris"
"1004","SO Merah 400 x 3 x 20","1","0.024","208800","Papan","Sangat Laris"
"1005","Samarinda Oven 400 x 3 x 25","1","0.03","279000","Papan","Sangat Laris"
"1006","Samarinda Oven 400 x 3 x 30","2","0.072","342000","Papan","Sangat Laris"
"1007","Samarinda Oven 400 x 4 x 25","1","0.04","372000","Papan","Sangat Laris"
"1008","Samarinda Oven 400 x 6 x 17","2","0.0816","371280","Balok","Cukup Laris"
"1009","Samarinda Oven 500 x 6 x 17","7","0.357","489600","Balok","Cukup Laris"
"1010","Samarinda Oven 400 x 4 x 20","10","0.32","294400","Papan","Sangat Laris"
"1011","Samarinda Oven 400 x 3 x 25","5","0.15","279000","Papan","Sangat Laris"
"1012","Samarinda Oven 400 x 4 x 25","1","0.04","372000","Papan","Sangat Laris"
"1013","Samarinda Oven 400 x 6 x 12","3","0.0864","250560","Balok","Sangat Laris"
"1014","Samarinda Oven 500 x 4 x 25","5","0.25","465000","Papan","Sangat Laris"
"1015","Merbau Oven 250 x 4 x 25","1","0.025","572500","Papan","Cukup Laris"
"1016","Merbau Oven 400 x 3 x 30","1","0.036","842400","Papan","Cukup Laris"
"1017","Merbau Basah 200 x 6 x 15","1","0.018","370800","Balok","Cukup Laris"
"1018","Merbau Basah 210 x 6 x 15","2","0.0378","389340","Balok","Kurang Laris"
"1019","Samarinda Oven 400 x 6 x 17","49","1.9992","371280","Balok","Cukup Laris"
"1020","Samarinda Oven 400 x 3 x 30","1","0.036","342000","Papan","Sangat Laris"
"1021","Samarinda Oven 400 x 4 x 25","1","0.04","372000","Papan","Sangat Laris"
"1022","Samarinda Oven 400 x 3 x 25","5","0.15","279000","Papan","Sangat Laris"
"1023","Samarinda Oven 400 x 3 x 30","8","0.288","342000","Papan","Sangat Laris"
"1024","Samarinda Oven 400 x 6 x 15","5","0.18","313200","Balok","Sangat Laris"
"1025","Samarinda Oven 400 x 6 x 17","20","0.816","371280","Balok","Cukup Laris"
"1026","Samarinda Oven 500 x 3 x 25","1","0.0375","348750","Papan","Kurang Laris"
"1027","Samarinda Oven 500 x 4 x 25","2","0.1","465000","Papan","Sangat Laris"
"1028","Samarinda Oven 500 x 6 x 15","1","0.045","414000","Balok","Cukup Laris"
"1029","SO Merah 400 x 3 x 20","1","0.024","208800","Papan","Sangat Laris"
"1030","Samarinda Oven 400 x 4 x 20","11","0.352","294400","Papan","Sangat Laris"
"1031","Samarinda Oven 400 x 4 x 25","2","0.08","372000","Papan","Sangat Laris"
"1032","Samarinda Oven 250 x 6 x 15","6","0.135","207000","Balok","Sangat Laris"
"1033","Samarinda Oven 400 x 3 x 25","2","0.06","279000","Papan","Sangat Laris"
"1034","Samarinda Oven 400 x 4 x 25","2","0.08","372000","Papan","Sangat Laris"
"1035","Samarinda Oven 400 x 4 x 30","1","0.048","456000","Papan","Sangat Laris"
"1036","Samarinda Oven 400 x 3 x 30","1","0.036","342000","Papan","Sangat Laris"
"1037","Samarinda Oven 500 x 4 x 20","1","0.04","368000","Papan","Sangat Laris"
"1038","Merbau Oven 400 x 3 x 25","1","0.03","687000","Papan","Kurang Laris"
"1039","Merbau Oven 450 x 3 x 25","1","0.0338","790920","Papan","Kurang Laris"
"1040","Samarinda Oven 400 x 4 x 20","2","0.064","294400","Papan","Sangat Laris"
"1041","Samarinda Oven 400 x 6 x 12","5","0.144","250560","Balok","Sangat Laris"
"1042","Samarinda Oven 500 x 4 x 25","1","0.05","465000","Papan","Sangat Laris"
"1043","Merbau Basah 400 x 2 x 20","5","0.08","398400","Papan","Cukup Laris"
"1044","Meranti Oven  400 x 6 x 15","1","0.036","244800","Balok","Sangat Laris"
"1045","Samarinda Oven 500 x 6 x 12","3","0.108","331200","Balok","Kurang Laris"
"1046","Merbau Oven 400 x 3 x 35","7","0.294","1010100","Papan","Kurang Laris"
"1047","Merbau Oven 500 x 3 x 30","2","0.09","1089000","Papan","Kurang Laris"
"1048","Merbau Basah 200 x 6 x 15","2","0.036","375300","Balok","Cukup Laris"
"1049","Merbau Basah 400 x 2 x 20","7","0.112","402400","Papan","Cukup Laris"
"1050","Samarinda Oven 400 x 4 x 20","1","0.032","294400","Papan","Sangat Laris"
"1051","Samarinda Oven 400 x 6 x 15","14","0.504","313200","Balok","Sangat Laris"
"1052","SO Merah 400 x 3 x 20","1","0.024","208800","Papan","Sangat Laris"
"1053","Samarinda Oven 250 x 6 x 15","2","0.045","207000","Balok","Sangat Laris"
"1054","Samarinda Oven 400 x 3 x 30","1","0.036","342000","Papan","Sangat Laris"
"1055","Samarinda Oven 400 x 4 x 20","1","0.032","294400","Papan","Sangat Laris"
"1056","Samarinda Oven 400 x 4 x 25","2","0.08","372000","Papan","Sangat Laris"
"1057","Samarinda Oven 400 x 6 x 15","3","0.108","313200","Balok","Sangat Laris"
"1058","Samarinda Oven 400 x 3 x 25","5","0.15","279000","Papan","Sangat Laris"
"1059","Samarinda Oven 400 x 6 x 12","4","0.1152","250560","Balok","Sangat Laris"
"1060","Samarinda Oven 400 x 6 x 15","13","0.468","313200","Balok","Sangat Laris"
"1061","Merbau Basah 280 x 6 x 15","1","0.0252","519120","Balok","Kurang Laris"
"1062","Merbau Basah 500 x 4 x 30","1","0.06","1434000","Papan","Kurang Laris"
"1063","Merbau Basah 400 x 2 x 30","1","0.024","612000","Papan","Kurang Laris"
"1064","Samarinda Oven 250 x 6 x 15","10","0.225","207000","Balok","Sangat Laris"
"1065","Samarinda Oven 400 x 3 x 25","2","0.06","279000","Papan","Sangat Laris"
"1066","Samarinda Oven 400 x 6 x 15","2","0.072","313200","Balok","Sangat Laris"
"1067","Merbau Oven 400 x 5 x 15","8","0.24","648000","Balok","Kurang Laris"
"1068","Merbau Basah 400 x 2 x 25","2","0.04","500000","Papan","Kurang Laris"
"1069","Merbau Basah 400 x 4 x 25","2","0.08","900000","Papan","Kurang Laris"
"1070","Merbau Basah 100 x 6 x 15","1","0.009","172800","Balok","Cukup Laris"
"1071","Merbau Basah 230 x 6 x 15","2","0.0414","426420","Balok","Cukup Laris"
"1072","Merbau Oven 500 x 5 x 15","9","0.3375","828750","Balok","Cukup Laris"
"1073","Samarinda Oven 400 x 3 x 25","2","0.06","279000","Papan","Sangat Laris"
"1074","Samarinda Oven 400 x 3 x 30","1","0.036","342000","Papan","Sangat Laris"
"1075","Samarinda Oven 400 x 4 x 20","3","0.096","294400","Papan","Sangat Laris"
"1076","Samarinda Oven 400 x 6 x 15","8","0.288","313200","Balok","Sangat Laris"
"1077","Samarinda Oven 500 x 4 x 30","2","0.12","570000","Papan","Cukup Laris"
"1078","SB Basah 400 x 4 x 6","8","0.0768","79680","Papan","Kurang Laris"
"1079","Samarinda Oven 400 x 6 x 15","4","0.144","313200","Balok","Sangat Laris"
"1080","Samarinda Oven 400 x 3 x 25","1","0.03","279000","Papan","Sangat Laris"
"1081","Samarinda Oven 400 x 6 x 12","5","0.144","250560","Balok","Sangat Laris"
"1082","SB Basah 400 x 15 x 40","4","0.96","3000000","Balken","Kurang Laris"
"1083","Samarinda Oven 400 x 6 x 17","2","0.0816","371280","Balok","Cukup Laris"
"1084","Samarinda Oven 500 x 6 x 17","1","0.051","489600","Balok","Cukup Laris"
"1085","Meranti Oven  400 x 6 x 15","4","0.144","244800","Balok","Sangat Laris"
"1086","SO Merah 400 x 3 x 20","1","0.024","208800","Papan","Sangat Laris"
"1087","Samarinda Oven 400 x 6 x 12","6","0.1728","250560","Balok","Sangat Laris"
"1088","Merbau Oven 400 x 3 x 20","3","0.072","547200","Papan","Kurang Laris"
"1089","Samarinda Oven 400 x 4 x 25","5","0.2","372000","Papan","Sangat Laris"
"1090","Samarinda Oven 400 x 3 x 30","2","0.072","342000","Papan","Sangat Laris"
"1091","Samarinda Oven 400 x 4 x 20","4","0.128","294400","Papan","Sangat Laris"
"1092","Samarinda Oven 400 x 4 x 25","6","0.24","372000","Papan","Sangat Laris"
"1093","Samarinda Oven 400 x 6 x 12","7","0.2016","250560","Balok","Sangat Laris"
"1094","Samarinda Oven 250 x 6 x 15","8","0.18","207000","Balok","Sangat Laris"
"1095","Samarinda Oven 400 x 3 x 30","5","0.18","342000","Papan","Sangat Laris"
"1096","Samarinda Oven 400 x 4 x 20","2","0.064","294400","Papan","Sangat Laris"
"1097","Samarinda Oven 400 x 4 x 25","1","0.04","372000","Papan","Sangat Laris"
"1098","Samarinda Oven 400 x 6 x 15","4","0.144","313200","Balok","Sangat Laris"
"1099","Samarinda Oven 500 x 4 x 25","3","0.15","465000","Papan","Sangat Laris"
"1100","Samarinda Oven 500 x 6 x 15","1","0.045","414000","Balok","Cukup Laris"
"1101","Merbau Oven 400 x 3 x 20","2","0.048","547200","Papan","Kurang Laris"
"1102","Merbau Oven 400 x 4 x 30","1","0.048","1123200","Papan","Kurang Laris"
"1103","Merbau Oven 500 x 6 x 12","2","0.072","777600","Balok","Kurang Laris"
"1104","Samarinda Oven 400 x 6 x 15","1","0.036","313200","Balok","Sangat Laris"
"1105","Samarinda Oven 450 x 6 x 15","2","0.081","372600","Balok","Cukup Laris"
"1106","Samarinda Oven 400 x 3 x 25","1","0.03","279000","Papan","Sangat Laris"
"1107","Samarinda Oven 400 x 3 x 30","4","0.144","342000","Papan","Sangat Laris"
"1108","Merbau Basah 150 x 6 x 15","10","0.135","259200","Balok","Cukup Laris"
"1109","Merbau Basah 200 x 6 x 15","2","0.036","370800","Balok","Cukup Laris"
"1110","SO Merah 400 x 3 x 20","15","0.36","208800","Papan","Sangat Laris"
"1111","Samarinda Oven 400 x 4 x 25","7","0.28","372000","Papan","Sangat Laris"
"1112","Samarinda Oven 400 x 6 x 12","45","1.296","250560","Balok","Sangat Laris"
"1113","SO Merah 400 x 3 x 20","1","0.024","208800","Papan","Sangat Laris"
"1114","Samarinda Oven 400 x 5 x 15","4","0.12","273000","Balok","Sangat Laris"
"1115","Samarinda Oven 500 x 5 x 15","6","0.225","360000","Balok","Sangat Laris"
"1116","Merbau Oven 400 x 5 x 15","2","0.06","648000","Balok","Kurang Laris"
"1117","Merbau Oven 500 x 5 x 15","6","0.225","828750","Balok","Cukup Laris"
"1118","SO Merah 400 x 3 x 20","1","0.024","208800","Papan","Sangat Laris"
"1119","Samarinda Oven 400 x 6 x 17","37","1.5096","371280","Balok","Cukup Laris"
"1120","SO Merah 400 x 3 x 20","2","0.048","208800","Papan","Sangat Laris"
"1121","Samarinda Oven 400 x 3 x 25","4","0.12","279000","Papan","Sangat Laris"
"1122","Samarinda Oven 400 x 3 x 30","1","0.036","342000","Papan","Sangat Laris"
"1123","Samarinda Oven 400 x 4 x 20","8","0.256","294400","Papan","Sangat Laris"
"1124","Samarinda Oven 400 x 4 x 25","5","0.2","372000","Papan","Sangat Laris"
"1125","Merbau Basah 400 x 2 x 20","1","0.016","398400","Papan","Cukup Laris"
"1126","Merbau Oven 400 x 3 x 30","4","0.144","851400","Papan","Cukup Laris"
"1127","Merbau Oven 500 x 3 x 30","4","0.18","1089000","Papan","Kurang Laris"
"1128","Merbau Oven 500 x 3 x 35","3","0.1575","1291500","Papan","Kurang Laris"
"1129","Meranti Oven  400 x 6 x 12 ","2","0.0576","203040","Balok","Cukup Laris"
"1130","Samarinda Oven 400 x 4 x 20","3","0.096","302400","Papan","Sangat Laris"
"1131","Samarinda Oven 400 x 4 x 25","2","0.08","382000","Papan","Sangat Laris"
"1132","Samarinda Oven 400 x 5 x 15","4","0.12","280500","Balok","Sangat Laris"
"1133","SB Basah 400 x 12 x 12","4","0.2304","691200","Balken","Kurang Laris"
"1134","SB Basah 400 x 15 x 15","2","0.18","1080000","Balken","Kurang Laris"
"1135","Samarinda Oven 500 x 4 x 25","25","1.25","465000","Papan","Sangat Laris"
"1136","Samarinda Oven 500 x 6 x 15","30","1.35","414000","Balok","Cukup Laris"
"1137","Merbau Oven 300 x 6 x 15","1","0.027","540000","Balok","Cukup Laris"
"1138","Samarinda Oven 400 x 6 x 15","10","0.36","313200","Balok","Sangat Laris"
"1139","Samarinda Oven 400 x 6 x 17","1","0.0408","371280","Balok","Cukup Laris"
"1140","Samarinda Oven 500 x 5 x 15","5","0.1875","360000","Balok","Sangat Laris"
"1141","Samarinda Oven 400 x 6 x 12","2","0.0576","259200","Balok","Sangat Laris"
"1142","Merbau Oven 250 x 4 x 20","1","0.02","436000","Papan","Cukup Laris"
"1143","Merbau Oven 250 x 6 x 17","1","0.0255","525300","Balok","Cukup Laris"
"1144","Merbau Basah 250 x 6 x 17","2","0.051","515100","Balok",""
"1145","SO Merah 400 x 6 x 15","2","0.072","306000","Balok","Kurang Laris"
"1146","Samarinda Oven 400 x 3 x 25","1","0.03","288000","Papan","Sangat Laris"
"1147","Samarinda Oven 400 x 3 x 30","2","0.072","352800","Papan","Sangat Laris"
"1148","Samarinda Oven 400 x 4 x 20","1","0.032","304000","Papan","Sangat Laris"
"1149","Samarinda Oven 500 x 4 x 30","1","0.06","588000","Papan","Cukup Laris"
"1150","Samarinda Oven 400 x 6 x 15","4","0.144","324000","Balok","Sangat Laris"
"1151","Meranti Oven  400 x 6 x 12 ","4","0.1152","195840","Balok","Cukup Laris"
"1152","Meranti Oven  400 x 6 x 15","4","0.144","244800","Balok","Sangat Laris"
"1153","Samarinda Oven 400 x 3 x 30","2","0.072","352800","Papan","Sangat Laris"
"1154","Samarinda Oven 400 x 6 x 15","1","0.036","324000","Balok","Sangat Laris"
"1155","Merbau Oven 250 x 4 x 25","11","0.275","547500","Papan","Cukup Laris"
"1156","Merbau Oven 500 x 4 x 20","2","0.08","892000","Papan","Kurang Laris"
"1157","Merbau Oven 250 x 4 x 20","8","0.16","436000","Papan","Cukup Laris"
"1158","Merbau Oven 300 x 4 x 20","5","0.12","523200","Papan","Kurang Laris"
"1159","Samarinda Oven 400 x 4 x 20","4","0.128","304000","Papan","Sangat Laris"
"1160","Samarinda Oven 400 x 4 x 30","1","0.048","470400","Papan","Sangat Laris"
"1161","Meranti Oven  400 x 4 x 25","1","0.04","312000","Papan","Cukup Laris"
"1162","Merbau Basah 120 x 6 x 15","5","0.054","199260","Balok","Kurang Laris"
"1163","Merbau Basah 130 x 6 x 15","5","0.0585","215865","Balok","Kurang Laris"
"1164","Merbau Basah 150 x 6 x 15","10","0.135","249075","Balok","Cukup Laris"
"1165","Merbau Basah 200 x 6 x 15","2","0.036","357300","Balok","Cukup Laris"
"1166","Merbau Basah 220 x 6 x 15","20","0.396","393030","Balok","Kurang Laris"
"1167","Merbau Basah 350 x 6 x 15","1","0.0315","628425","Balok","Kurang Laris"
"1168","Samarinda Oven 400 x 4 x 20","3","0.096","304000","Papan","Sangat Laris"
"1169","Samarinda Oven 400 x 6 x 15","4","0.144","324000","Balok","Sangat Laris"
"1170","Merbau Oven 250 x 6 x 15","2","0.045","463500","Balok","Sangat Laris"
"1171","Samarinda Oven 400 x 3 x 30","2","0.072","352800","Papan","Sangat Laris"
"1172","Samarinda Oven 500 x 4 x 25","1","0.05","480000","Papan","Sangat Laris"
"1173","Samarinda Oven 300 x 4 x 25","10","0.3","288000","Papan","Cukup Laris"
"1174","Samarinda Oven 400 x 3 x 25","10","0.3","288000","Papan","Sangat Laris"
"1175","Samarinda Oven 400 x 3 x 30","4","0.144","352800","Papan","Sangat Laris"
"1176","Samarinda Oven 400 x 3 x 30","2","0.072","352800","Papan","Sangat Laris"
"1177","Samarinda Oven 400 x 6 x 15","6","0.216","324000","Balok","Sangat Laris"
"1178","Merbau Oven 250 x 4 x 25","10","0.25","547500","Papan","Cukup Laris"
"1179","Merbau Oven 250 x 4 x 20","10","0.2","436000","Papan","Cukup Laris"
"1180","Merbau Basah 400 x 2 x 20","1","0.016","382400","Papan","Cukup Laris"
"1181","Meranti Oven  400 x 6 x 15","8","0.288","244800","Balok","Sangat Laris"
"1182","Samarinda Oven 400 x 3 x 30","5","0.18","352800","Papan","Sangat Laris"
"1183","Samarinda Oven 400 x 4 x 25","1","0.04","384000","Papan","Sangat Laris"
"1184","Samarinda Oven 500 x 4 x 30","3","0.18","588000","Papan","Cukup Laris"
"1185","Samarinda Oven 500 x 4 x 30","2","0.12","588000","Papan","Cukup Laris"
"1186","Merbau Oven 300 x 4 x 30","1","0.036","806400","Papan","Kurang Laris"
"1187","Merbau Oven 400 x 3 x 30","1","0.036","806400","Papan","Cukup Laris"
"1188","Merbau Basah 170 x 6 x 15","2","0.0306","278460","Balok","Kurang Laris"
"1189","Merbau Basah 220 x 6 x 15","2","0.0396","388080","Balok","Kurang Laris"
"1190","Merbau Basah 240 x 6 x 15","2","0.0432","423360","Balok","Kurang Laris"
"1191","Merbau Basah 290 x 6 x 15","1","0.0261","511560","Balok","Kurang Laris"
"1192","Samarinda Oven 400 x 4 x 20","6","0.192","304000","Papan","Sangat Laris"
"1193","Samarinda Oven 400 x 4 x 25","4","0.16","384000","Papan","Sangat Laris"
"1194","Meranti Oven  400 x 6 x 15","2","0.072","244800","Balok","Sangat Laris"
"1195","Bangkirai 400 x 3 x 20","12","0.288","444000","Papan","Kurang Laris"
"1196","SB Basah 400 x 5 x 7","12","0.168","120400","Kaso","Cukup Laris"
"1197","Samarinda Oven 400 x 3 x 30","1","0.036","352800","Papan","Sangat Laris"
"1198","Samarinda Oven 400 x 4 x 25","1","0.04","384000","Papan","Sangat Laris"
"1199","Samarinda Oven 400 x 6 x 12","8","0.2304","259200","Balok","Sangat Laris"
"1200","Samarinda Oven 400 x 6 x 15","4","0.144","324000","Balok","Sangat Laris"
"1201","Samarinda Oven 450 x 6 x 15","3","0.1215","384750","Balok","Cukup Laris"
"1202","Meranti Oven  400 x 6 x 15","3","0.108","244800","Balok","Sangat Laris"
"1203","Merbau Basah 90 x 6 x 15","1","0.0081","147420","Balok","Cukup Laris"
"1204","Samarinda Oven 250 x 6 x 15","4","0.09","213750","Balok","Sangat Laris"
"1205","Merbau Oven 250 x 6 x 15","4","0.09","463500","Balok","Sangat Laris"
"1206","Merbau Oven 400 x 3 x 20","12","0.288","523200","Papan","Kurang Laris"
"1207","Merbau Oven 400 x 4 x 25","1","0.04","876000","Papan","Cukup Laris"
"1208","Merbau Oven 400 x 4 x 15","1","0.024","506400","Papan","Kurang Laris"
"1209","Merbau Oven 250 x 4 x 30","4","0.12","672000","Papan","Kurang Laris"
"1210","Merbau Basah 140 x 6 x 15","13","0.1638","229320","Balok","Kurang Laris"
"1211","Merbau Basah 180 x 6 x 15","18","0.2916","294840","Balok","Cukup Laris"
"1212","Merbau Basah 200 x 6 x 15","8","0.144","352800","Balok","Cukup Laris"
"1213","Samarinda Oven 250 x 6 x 15","12","0.27","213750","Balok","Sangat Laris"
"1214","Samarinda Oven 300 x 6 x 15","4","0.108","243000","Balok","Sangat Laris"
"1215","Samarinda Oven 500 x 5 x 15","6","0.225","371250","Balok","Sangat Laris"
"1216","Merbau Basah 200 x 6 x 15","1","0.018","352800","Balok","Cukup Laris"
"1217","Meranti Oven  400 x 4 x 25","4","0.16","312000","Papan","Cukup Laris"
"1218","Merbau Oven 400 x 4 x 20","2","0.064","697600","Papan","Kurang Laris"
"1219","Merbau Oven 400 x 6 x 15","1","0.036","723600","Balok","Cukup Laris"
"1220","Merbau Oven 450 x 6 x 15","1","0.0405","834300","Balok","Kurang Laris"
"1221","Merbau Oven 500 x 4 x 25","1","0.05","1120000","Papan","Kurang Laris"
"1222","Merbau Oven 500 x 6 x 15","1","0.045","927000","Balok","Cukup Laris"
"1223","Merbau Oven 400 x 3 x 20","1","0.024","523200","Papan","Kurang Laris"
"1224","Merbau Oven 400 x 3 x 25","2","0.06","657000","Papan","Kurang Laris"
"1225","Samarinda Oven 400 x 4 x 25","1","0.04","384000","Papan","Sangat Laris"
"1226","Merbau Oven 250 x 4 x 20","1","0.02","436000","Papan","Cukup Laris"
"1227","Samarinda Oven 400 x 4 x 20","1","0.032","304000","Papan","Sangat Laris"
"1228","Samarinda Oven 400 x 6 x 15","1","0.036","324000","Balok","Sangat Laris"
"1229","Samarinda Oven 400 x 4 x 30","1","0.048","470400","Papan","Sangat Laris"
"1230","Samarinda Oven 500 x 4 x 25","1","0.05","480000","Papan","Sangat Laris"
"1231","Samarinda Oven 400 x 3 x 30","2","0.072","352800","Papan","Sangat Laris"
"1232","Samarinda Oven 500 x 4 x 20","1","0.04","380000","Papan","Sangat Laris"
"1233","Samarinda Oven 500 x 4 x 25","1","0.05","480000","Papan","Sangat Laris"
"1234","Samarinda Oven 400 x 4 x 25","1","0.04","384000","Papan","Sangat Laris"
"1235","Samarinda Oven 400 x 8 x 12","2","0.0768","360960","Balken","Cukup Laris"
"1236","Meranti Oven  400 x 4 x 25","1","0.04","312000","Papan","Cukup Laris"
"1237","Samarinda Oven 400 x 4 x 25","1","0.04","384000","Papan","Sangat Laris"
"1238","Samarinda Oven 400 x 5 x 15","7","0.21","282000","Balok","Sangat Laris"
"1239","Merbau Oven 260 x 4 x 20","10","0.208","453440","Papan","Kurang Laris"
"1240","Merbau Basah 100 x 6 x 15","2","0.018","163800","Balok","Cukup Laris"
"1241","Merbau Basah 230 x 6 x 15","9","0.1863","405720","Balok","Cukup Laris"
"1242","Merbau Basah 300 x 6 x 15","3","0.081","529200","Balok","Kurang Laris"
"1243","SO Merah 400 x 3 x 20","4","0.096","216000","Papan","Sangat Laris"
"1244","Samarinda Oven 400 x 3 x 25","2","0.06","288000","Papan","Sangat Laris"
"1245","Samarinda Oven 400 x 4 x 20","5","0.16","304000","Papan","Sangat Laris"
"1246","Samarinda Oven 400 x 4 x 25","2","0.08","384000","Papan","Sangat Laris"
"1247","SO Merah 400 x 3 x 20","3","0.072","216000","Papan","Sangat Laris"
"1248","Samarinda Oven 300 x 6 x 15","3","0.081","243000","Balok","Sangat Laris"
"1249","Samarinda Oven 400 x 4 x 25","2","0.08","384000","Papan","Sangat Laris"
"1250","Merbau Oven 400 x 4 x 20","15","0.48","697600","Papan","Kurang Laris"
"1251","Samarinda Oven 400 x 3 x 25","4","0.12","288000","Papan","Sangat Laris"
"1252","Samarinda Oven 400 x 4 x 25","2","0.08","384000","Papan","Sangat Laris"
"1253","Samarinda Oven 400 x 5 x 20","1","0.04","392000","Balken","Kurang Laris"
"1254","Samarinda Oven 400 x 5 x 30","1","0.06","600000","Balken","Kurang Laris"
"1255","Samarinda Oven 450 x 4 x 25","2","0.09","432000","Papan","Kurang Laris"
"1256","Samarinda Oven 400 x 4 x 20","3","0.096","304000","Papan","Sangat Laris"
"1257","Samarinda Oven 400 x 5 x 25","1","0.05","490000","Balken","Cukup Laris"
"1258","Samarinda Oven 400 x 6 x 15","2","0.072","324000","Balok","Sangat Laris"
"1259","Samarinda Oven 400 x 6 x 17","3","0.1224","383520","Balok","Cukup Laris"
"1260","Samarinda Oven 500 x 6 x 15","4","0.18","427500","Balok","Cukup Laris"
"1261","Samarinda Oven 500 x 4 x 25","2","0.1","480000","Papan","Sangat Laris"
"1262","Samarinda Oven 500 x 5 x 25","1","0.0625","612500","Balken","Cukup Laris"
"1263","Samarinda Oven 500 x 5 x 30","2","0.15","750000","Balken","Kurang Laris"
"1264","Samarinda Oven 500 x 6 x 17","21","1.071","504900","Balok","Cukup Laris"
"1265","Samarinda Oven 300 x 6 x 15","1","0.027","243000","Balok","Sangat Laris"
"1266","Samarinda Oven 450 x 6 x 15","3","0.1215","384750","Balok","Cukup Laris"
"1267","Samarinda Oven 400 x 6 x 12","2","0.0576","259200","Balok","Sangat Laris"
"1268","Samarinda Oven 400 x 6 x 15","15","0.54","324000","Balok","Sangat Laris"
"1269","Merbau Oven 250 x 6 x 15","10","0.225","470250","Balok","Sangat Laris"
